DateOfDeparture,Dayofweek,DepArr,log_PAX,Departure,Arrival,WeeksToDeparture,std_wtd
2011/12/13,2,SEASFO,11.61602201,SEA,SFO,10.42105263,8.764294923
2011/12/13,2,EWRLAX,10.6186724,EWR,LAX,12.30434783,9.555744501
2011/12/13,2,LAXDFW,11.45475085,LAX,DFW,11.56,8.211171252
2011/12/13,2,SEAORD,10.5220199,SEA,ORD,10.15,7.035810655
2011/12/13,2,ORDBOS,11.76105052,ORD,BOS,9,6.393355926
2011/12/13,2,DFWLAS,9.715565373,DFW,LAS,9.736842105,6.846265042
2011/12/13,2,DENSFO,11.04360019,DEN,SFO,8.833333333,5.943360111
2011/12/13,2,MIAJFK,10.24442641,MIA,JFK,13.96296296,10.40148466
2011/12/13,2,EWRATL,10.75777881,EWR,ATL,8.588235294,8.132180085
2011/12/13,2,MSPORD,12.20423694,MSP,ORD,8.764705882,8.097294392
2011/12/13,2,LGAMIA,10.76939863,LGA,MIA,10.25,7.239329716
2011/12/13,2,BOSATL,11.34744389,BOS,ATL,9.5,9.580924676
2011/12/13,2,SFOLAX,12.7534599,SFO,LAX,14.42857143,9.833535107
2011/12/13,2,LAXSEA,11.04859343,LAX,SEA,8.647058824,6.234392277
2011/12/13,2,MSPATL,10.561284,MSP,ATL,10.94736842,9.330199975
2011/12/13,2,ATLMCO,11.90823275,ATL,MCO,12.54545455,11.0915123
2011/12/13,2,LAXORD,12.03585416,LAX,ORD,12.73076923,9.897707582
2011/12/14,3,DENSFO,11.18323776,DEN,SFO,11.19047619,7.678665559
2011/12/14,3,DENSEA,10.4886563,DEN,SEA,9.235294118,7.471022451
2011/12/14,3,BOSATL,11.3174666,BOS,ATL,10.38888889,9.056287312
2011/12/14,3,ORDPHL,11.78807962,ORD,PHL,8.8,8.817191001
2011/12/14,3,ORDDFW,12.459632,ORD,DFW,13.54166667,10.34189103
2011/12/14,3,LASSFO,10.22125872,LAS,SFO,8.266666667,6.529785237
2011/12/14,3,ORDLAX,12.1525421,ORD,LAX,15.33333333,11.08068631
2011/12/14,3,DFWLGA,11.69876353,DFW,LGA,10.47368421,8.167472212
2011/12/14,3,DENORD,11.24259329,DEN,ORD,9.736842105,7.482142483
2011/12/14,3,ORDDTW,11.58261857,ORD,DTW,7.588235294,5.852978126
2011/12/14,3,LASJFK,9.981085665,LAS,JFK,10.80952381,9.184873693
2011/12/14,3,SFOLAX,12.85271521,SFO,LAX,14.42307692,10.21439407
2011/12/15,4,PHXORD,10.65597315,PHX,ORD,13.32,9.625140692
2011/12/15,4,LGACLT,11.70227904,LGA,CLT,7.333333333,4.995235826
2011/12/15,4,SFOEWR,11.80809744,SFO,EWR,11.95454545,9.454035534
2011/12/15,4,JFKLAS,10.15803314,JFK,LAS,9.75,8.397211317
2011/12/15,4,SFOBOS,11.81472259,SFO,BOS,11.68181818,8.537794762
2011/12/15,4,DFWBOS,10.9408207,DFW,BOS,7.071428571,5.37035002
2011/12/15,4,ATLSFO,10.69856825,ATL,SFO,9.888888889,7.873177764
2011/12/15,4,ORDLGA,13.63649042,ORD,LGA,10.61904762,7.276511461
2011/12/15,4,MCOEWR,10.4886563,MCO,EWR,16.42857143,12.4883014
2011/12/15,4,SFOLAX,12.98087976,SFO,LAX,15.25806452,11.0663687
2011/12/15,4,EWRMCO,10.66824278,EWR,MCO,11.72,8.527015891
2011/12/15,4,DENPHX,11.23358372,DEN,PHX,8,5.727128425
2011/12/15,4,SFODFW,11.48656357,SFO,DFW,11.47826087,7.524925643
2011/12/15,4,ATLDEN,11.04859343,ATL,DEN,10.9047619,7.980631315
2011/12/15,4,ATLEWR,11.14574955,ATL,EWR,6.5625,4.661455424
2011/12/15,4,SFOATL,11.13625856,SFO,ATL,12.73913043,11.3826718
2011/12/16,5,SEASFO,11.37694695,SEA,SFO,10.95454545,7.240608188
2011/12/16,5,EWRLAX,11.60495388,EWR,LAX,11.95454545,9.2349093
2011/12/16,5,LAXORD,12.49440571,LAX,ORD,15.4137931,11.07286658
2011/12/16,5,PHLORD,11.44267977,PHL,ORD,8.588235294,6.4329117
2011/12/16,5,ORDPHX,10.66211806,ORD,PHX,12.34782609,10.65836716
2011/12/16,5,MCOATL,11.88608689,MCO,ATL,10,7.569676347
2011/12/16,5,LASORD,10.88722575,LAS,ORD,10.75,7.992595257
2011/12/16,5,SEADEN,11.00316552,SEA,DEN,10.0952381,6.378908699
2011/12/16,5,ORDLAX,12.28562106,ORD,LAX,16.25806452,10.97259538
2011/12/16,5,JFKLAS,10.31225119,JFK,LAS,11.04761905,7.90870527
2011/12/16,5,CLTLGA,10.98261462,CLT,LGA,10.11111111,7.991825889
2011/12/16,5,DENMSP,10.7284085,DEN,MSP,10.52380952,7.047120317
2011/12/16,5,LGAATL,12.65706257,LGA,ATL,11.33333333,8.522519189
2011/12/16,5,ORDPHL,11.77798956,ORD,PHL,10,7.717224602
2011/12/17,6,LAXORD,11.77123239,LAX,ORD,15.89655172,10.97837103
2011/12/17,6,SFOORD,11.12193089,SFO,ORD,15.4,10.42741744
2011/12/17,6,MIAATL,9.834016335,MIA,ATL,16.38461538,12.09984107
2011/12/17,6,MCOATL,10.61238242,MCO,ATL,13.74074074,10.43512041
2011/12/17,6,DENMSP,9.8624898,DEN,MSP,10.28571429,6.686874136
2011/12/17,6,ATLEWR,9.918164852,ATL,EWR,8.117647059,5.266430871
2011/12/17,6,MSPORD,9.307035783,MSP,ORD,11.9047619,9.28926672
2011/12/17,6,LAXDEN,10.6804322,LAX,DEN,15.22580645,10.92004175
2011/12/17,6,SEADEN,9.899790558,SEA,DEN,12.17391304,9.008340448
2011/12/17,6,ORDATL,10.2290133,ORD,ATL,9.8,6.420362344
2011/12/17,6,DFWATL,10.74021219,DFW,ATL,15.14814815,11.06867966
2011/12/17,6,ORDPHX,9.567136731,ORD,PHX,10.28571429,6.664404378
2011/12/17,6,SEAORD,10.17404162,SEA,ORD,14.82142857,10.45644785
2011/12/17,6,ATLLGA,11.06349345,ATL,LGA,13.38461538,9.972269243
2011/12/17,6,SFODFW,10.28241094,SFO,DFW,13.6,9.874208829
2011/12/18,7,PHLDFW,9.13435248,PHL,DFW,9.222222222,6.421980229
2011/12/18,7,MSPATL,9.834016335,MSP,ATL,7.352941176,5.453681973
2011/12/18,7,MSPDEN,9.453383443,MSP,DEN,9.25,6.812334015
2011/12/18,7,LAXEWR,11.01843144,LAX,EWR,13.8,9.912113801
2011/12/18,7,DENORD,10.31225119,DEN,ORD,13.68181818,9.413194203
2011/12/18,7,LAXDEN,10.88722575,LAX,DEN,12.125,8.409686444
2011/12/18,7,DENPHX,10.42705517,DEN,PHX,11,7.768386325
2011/12/18,7,MIALGA,10.59973847,MIA,LGA,16.46428571,13.11058985
2011/12/18,7,SFOSEA,10.63118906,SFO,SEA,10.83333333,7.376028545
2011/12/18,7,PHLORD,9.843555873,PHL,ORD,12.6,10.09637767
2011/12/18,7,LGABOS,8.588530746,LGA,BOS,4.6,3.204163958
2011/12/18,7,MIAATL,10.14188607,MIA,ATL,16.5483871,12.26876443
2011/12/18,7,LASJFK,10.52862159,LAS,JFK,13.48148148,10.50410312
2011/12/18,7,JFKMCO,10.64362228,JFK,MCO,15.43333333,9.988556671
2011/12/18,7,BOSLAX,10.31225119,BOS,LAX,12.40909091,9.409514389
2011/12/18,7,LASDFW,10.36334961,LAS,DFW,10.1,7.122240925
2011/12/18,7,SEASFO,10.24442641,SEA,SFO,10.52941176,9.874953462
2011/12/18,7,SFOATL,9.674348761,SFO,ATL,7.666666667,5.455703977
2011/12/19,1,JFKMIA,10.83763706,JFK,MIA,15.39285714,11.46763331
2011/12/19,1,SFOJFK,11.79477613,SFO,JFK,15.79310345,11.421719
2011/12/19,1,LASLAX,10.9408207,LAS,LAX,14.32142857,11.23174592
2011/12/19,1,LGADTW,10.63118906,LGA,DTW,9.7,7.384906371
2011/12/19,1,ATLCLT,10.8208101,ATL,CLT,14.33333333,12.57902556
2011/12/19,1,LGADFW,11.04859343,LGA,DFW,8.823529412,7.143487367
2011/12/19,1,DENSEA,10.39193217,DEN,SEA,11.14285714,8.229737021
2011/12/19,1,SFOBOS,10.67434745,SFO,BOS,11.90909091,8.711836999
2011/12/19,1,DFWLAS,10.00741517,DFW,LAS,12.44,8.093618886
2011/12/19,1,ORDDEN,10.94609644,ORD,DEN,12.07692308,8.46604076
2011/12/19,1,ATLPHL,10.82643597,ATL,PHL,7.4375,6.418398035
2011/12/19,1,EWRLAX,11.50226873,EWR,LAX,10.9,8.490861961
2011/12/19,1,ATLBOS,10.75194163,ATL,BOS,9.105263158,7.694837641
2011/12/19,1,ATLLAX,11.49050228,ATL,LAX,13.72413793,9.319321525
2011/12/19,1,ATLDFW,11.05357334,ATL,DFW,9.9,8.340768613
2011/12/19,1,DENMSP,10.34889236,DEN,MSP,9.85,6.491087007
2011/12/19,1,LASORD,9.954379112,LAS,ORD,9.833333333,7.717436331
2011/12/19,1,JFKMCO,10.57419046,JFK,MCO,12.38461538,8.690578453
2011/12/19,1,DTWATL,9.853046864,DTW,ATL,9.058823529,6.896290563
2011/12/19,1,SFOORD,11.64159505,SFO,ORD,15.67857143,11.22514892
2011/12/19,1,ORDATL,11.18323776,ORD,ATL,13.95652174,11.35172498
2011/12/19,1,MCOATL,10.86534895,MCO,ATL,10.86363636,7.166691835
2011/12/20,2,ATLMIA,10.83204493,ATL,MIA,14.75862069,10.93701178
2011/12/20,2,ORDLAS,9.578139569,ORD,LAS,9.578947368,6.46628684
2011/12/20,2,DTWORD,10.80382993,DTW,ORD,13.24,11.10285249
2011/12/20,2,LAXSEA,10.97225362,LAX,SEA,11.5,8.682816614
2011/12/20,2,PHLDFW,9.684738625,PHL,DFW,7.357142857,5.799298935
2011/12/20,2,BOSSFO,10.63741603,BOS,SFO,12.34782609,9.325471939
2011/12/20,2,SFOBOS,10.87631943,SFO,BOS,12.70833333,9.479860422
2011/12/20,2,BOSORD,11.43863865,BOS,ORD,12.17391304,9.103706408
2011/12/20,2,DFWSFO,10.19779959,DFW,SFO,12.22727273,9.344883083
2011/12/20,2,DFWPHL,9.476695944,DFW,PHL,11.05263158,9.868432749
2011/12/20,2,BOSPHL,10.64980794,BOS,PHL,6.571428571,4.309458037
2011/12/20,2,SEASFO,11.11231759,SEA,SFO,12.38095238,10.38978436
2011/12/20,2,ATLDEN,10.29739075,ATL,DEN,11.91666667,9.155262999
2011/12/20,2,PHXORD,10.27487567,PHX,ORD,12.29166667,8.222340546
2011/12/20,2,DFWLAS,9.24249731,DFW,LAS,10.72222222,9.850682601
2011/12/21,3,PHXORD,10.71056171,PHX,ORD,13.65384615,9.818115125
2011/12/21,3,SFOLAS,9.972225906,SFO,LAS,14.6,11.52171862
2011/12/21,3,ATLORD,11.04859343,ATL,ORD,12.45,11.22251027
2011/12/21,3,LASDEN,10.32699416,LAS,DEN,11.27272727,8.321983613
2011/12/21,3,LGADFW,10.74021219,LGA,DFW,10.23809524,6.594730941
2011/12/21,3,DTWORD,10.63118906,DTW,ORD,12.70833333,9.21000952
2011/12/21,3,DFWLAS,9.909000334,DFW,LAS,12.19047619,10.27919767
2011/12/21,3,LAXSEA,11.09780409,LAX,SEA,15.3,11.49557636
2011/12/21,3,LAXLAS,10.98261462,LAX,LAS,15.75862069,11.20476675
2011/12/21,3,ORDPHX,10.22125872,ORD,PHX,10.63636364,8.560960419
2011/12/21,3,LAXJFK,12.53978448,LAX,JFK,19.575,11.81456619
2011/12/21,3,DTWATL,10.2290133,DTW,ATL,8.375,6.520480555
2011/12/21,3,ORDLGA,12.45729054,ORD,LGA,14.22222222,10.2557051
2011/12/21,3,ORDDFW,11.2470818,ORD,DFW,13.34615385,8.993074258
2011/12/21,3,LASLAX,11.49050228,LAS,LAX,16.57575758,12.065007
2011/12/21,3,DENORD,10.65597315,DEN,ORD,11.83333333,7.788880964
2011/12/21,3,LAXORD,11.90823275,LAX,ORD,17.24324324,11.12156415
2011/12/22,4,DFWPHL,9.556068593,DFW,PHL,9.75,9.63673527
2011/12/22,4,LGAMIA,10.2290133,LGA,MIA,18,11.75985194
2011/12/22,4,ORDBOS,11.06349345,ORD,BOS,11,7.283379645
2011/12/22,4,EWRMCO,10.63118906,EWR,MCO,16.34375,10.78113458
2011/12/22,4,ORDSFO,11.39773842,ORD,SFO,12.79166667,9.459199188
2011/12/22,4,CLTATL,9.927284556,CLT,ATL,10.05263158,8.784289538
2011/12/22,4,PHLMCO,10.5933842,PHL,MCO,15.89285714,11.68201938
2011/12/22,4,PHLATL,11.28699957,PHL,ATL,8.352941176,5.667243339
2011/12/22,4,SFODEN,10.29739075,SFO,DEN,11.34782609,7.290147122
2011/12/22,4,DTWLGA,10.39900989,DTW,LGA,12,7.89055572
2011/12/22,4,MIALGA,10.05048812,MIA,LGA,18.56756757,11.72258158
2011/12/22,4,MSPORD,10.97744131,MSP,ORD,11.82608696,8.255313297
2011/12/22,4,SFOSEA,10.93022421,SFO,SEA,12.69565217,9.38293801
2011/12/22,4,IAHORD,10.6186724,IAH,ORD,12.25,8.14675182
2011/12/22,4,SEAORD,10.29739075,SEA,ORD,15.17857143,11.22184896
2011/12/22,4,SEASFO,10.73431968,SEA,SFO,11.73913043,8.029589547
2011/12/22,4,EWRLAX,10.9408207,EWR,LAX,14.5,10.7096056
2011/12/22,4,EWRATL,10.71652964,EWR,ATL,11.85714286,11.21287525
2011/12/23,5,ORDDEN,10.12559797,ORD,DEN,13.96,10.41025136
2011/12/23,5,SFOLAS,10.37769565,SFO,LAS,13.08695652,9.958609996
2011/12/23,5,DFWSFO,9.998679906,DFW,SFO,14.92857143,10.61420631
2011/12/23,5,DFWLAX,11.34744389,DFW,LAX,16.09677419,10.9281131
2011/12/23,5,ATLMCO,11.29138259,ATL,MCO,15.32258065,10.77152758
2011/12/23,5,PHXDEN,10.62494123,PHX,DEN,11.27272727,8.089863253
2011/12/23,5,LAXBOS,10.44092122,LAX,BOS,14.29166667,11.25776705
2011/12/23,5,SEAORD,10.25971319,SEA,ORD,13.76923077,9.892654618
2011/12/23,5,PHLDFW,9.81478961,PHL,DFW,9.571428571,6.98978847
2011/12/23,5,DTWORD,9.369415369,DTW,ORD,10.7,8.007233572
2011/12/23,5,LASJFK,9.755890744,LAS,JFK,14.93333333,9.450171804
2011/12/23,5,IAHLAX,10.62494123,IAH,LAX,16.12903226,11.04458219
2011/12/23,5,DENMSP,10.79813534,DEN,MSP,13.03703704,8.00231448
2011/12/24,6,DENSFO,9.004688059,DEN,SFO,13.08695652,8.764147231
2011/12/24,6,DFWLAS,9.511127243,DFW,LAS,15.03846154,11.12288009
2011/12/24,6,ORDEWR,8.959382776,ORD,EWR,12.33333333,10.58457998
2011/12/24,6,DENSEA,9.544934376,DEN,SEA,12.39130435,8.830418143
2011/12/24,6,LASSFO,9.120382559,LAS,SFO,9.411764706,7.882407814
2011/12/24,6,ORDIAH,9.936359882,ORD,IAH,11.47826087,7.573095712
2011/12/24,6,SEAORD,9.229317214,SEA,ORD,12.04545455,9.959332894
2011/12/24,6,ATLCLT,8.588530746,ATL,CLT,11.31578947,9.291887929
2011/12/24,6,SFODEN,9.077833738,SFO,DEN,11.95,9.400307946
2011/12/25,7,EWRLAX,10.00741517,EWR,LAX,12.81818182,8.671993035
2011/12/25,7,EWRSFO,10.08424426,EWR,SFO,10.63636364,6.72978776
2011/12/25,7,DENSEA,9.189208663,DEN,SEA,10.95454545,7.377425494
2011/12/25,7,JFKSFO,10.56774839,JFK,SFO,13.88461538,9.835962274
2011/12/25,7,DFWATL,9.175645143,DFW,ATL,9.842105263,7.60309263
2011/12/25,7,SEASFO,9.785572682,SEA,SFO,10.55,7.708334519
2011/12/25,7,ORDBOS,8.218424557,ORD,BOS,8.5625,6.612803238
2011/12/25,7,LAXDEN,9.663900691,LAX,DEN,9.85,6.507283369
2011/12/25,7,ORDDFW,9.148218535,ORD,DFW,10.04761905,6.288689772
2011/12/25,7,SFOATL,8.607087872,SFO,ATL,7.8,6.449806199
2011/12/25,7,IAHLAX,10.14997708,IAH,LAX,15.75862069,11.43820407
2011/12/25,7,PHXORD,8.052010656,PHX,ORD,9.578947368,6.560113392
2011/12/25,7,ATLDTW,7.726845816,ATL,DTW,9.0625,6.546945853
2011/12/25,7,ATLBOS,7.40449816,ATL,BOS,7.428571429,6.524678427
2011/12/25,7,LASJFK,8.148914309,LAS,JFK,8.6,8.16613215
2011/12/25,7,BOSATL,9.294305524,BOS,ATL,10.65,8.171033562
2011/12/25,7,LASLAX,10.18991385,LAS,LAX,12.08,9.091754506
2011/12/25,7,BOSORD,9.393794484,BOS,ORD,9.473684211,6.569021752
2011/12/25,7,JFKMIA,10.3848275,JFK,MIA,15.73333333,12.56413432
2011/12/25,7,MCOPHL,8.350124607,MCO,PHL,9.526315789,6.432283343
2011/12/26,1,BOSLAX,10.21347175,BOS,LAX,11.95833333,7.909703269
2011/12/26,1,ORDSFO,10.95135731,ORD,SFO,16.16666667,11.44728046
2011/12/26,1,MIAATL,9.871885164,MIA,ATL,13.56,9.836496666
2011/12/26,1,SFOLAS,10.63741603,SFO,LAS,11.04761905,8.157672404
2011/12/26,1,ATLMIA,10.31963724,ATL,MIA,17.46875,12.33663408
2011/12/26,1,SFOBOS,9.511127243,SFO,BOS,10.05263158,7.427229813
2011/12/26,1,EWRATL,9.725728753,EWR,ATL,15.5,12.5628853
2011/12/26,1,JFKSFO,11.14574955,JFK,SFO,14.33333333,10.37016055
2011/12/26,1,SFOJFK,11.05853999,SFO,JFK,14.82758621,10.11741414
2011/12/26,1,SFODEN,9.589077875,SFO,DEN,12.70833333,9.562058932
2011/12/26,1,DTWATL,9.488243818,DTW,ATL,11.47368421,10.3084023
2011/12/26,1,LAXBOS,9.775731099,LAX,BOS,10.57142857,7.110354622
2011/12/26,1,LASSFO,10.66211806,LAS,SFO,10.19047619,6.53160813
2011/12/26,1,BOSSFO,10.17404162,BOS,SFO,11.52380952,8.846575878
2011/12/26,1,LGAATL,11.01335667,LGA,ATL,13.18181818,10.75987415
2011/12/26,1,DFWSFO,10.11740026,DFW,SFO,14.16666667,9.681419579
2011/12/26,1,ORDATL,9.653393757,ORD,ATL,10.68181818,8.385851825
2011/12/26,1,MIALGA,10.14188607,MIA,LGA,15.03448276,10.39052714
2011/12/26,1,ATLEWR,9.369415369,ATL,EWR,9.166666667,6.964194139
2011/12/27,2,PHLMCO,10.42008329,PHL,MCO,17.0625,11.7937586
2011/12/27,2,LGAORD,11.49443268,LGA,ORD,12.60869565,9.902888148
2011/12/27,2,JFKSFO,11.2782025,JFK,SFO,16.75757576,10.71223104
2011/12/27,2,MIAJFK,10.5220199,MIA,JFK,15.40625,10.45376726
2011/12/27,2,LASSFO,10.52862159,LAS,SFO,12.625,9.235152596
2011/12/27,2,ATLORD,10.33432217,ATL,ORD,11,7.387247699
2011/12/27,2,ATLMCO,11.59381966,ATL,MCO,14.8125,9.848653093
2011/12/27,2,PHLBOS,8.588530746,PHL,BOS,7.133333333,4.688384837
2011/12/27,2,SFOBOS,9.715565373,SFO,BOS,10.34782609,7.208635577
2011/12/27,2,DFWLAS,10.02476391,DFW,LAS,14.82758621,9.932159043
2011/12/27,2,LAXJFK,12.14978122,LAX,JFK,17.7027027,11.82009791
2011/12/28,3,LAXJFK,12.24668487,LAX,JFK,19.68292683,12.84219417
2011/12/28,3,BOSEWR,9.294305524,BOS,EWR,11.875,9.552202114
2011/12/28,3,SEASFO,10.42008329,SEA,SFO,10.42857143,6.95393003
2011/12/28,3,MCOEWR,10.43400108,MCO,EWR,15.36666667,10.46664104
2011/12/28,3,ORDLAS,10.10916635,ORD,LAS,15.07407407,11.40150437
2011/12/28,3,LAXDEN,10.508746,LAX,DEN,14.26923077,10.60776203
2011/12/28,3,EWRBOS,9.441616996,EWR,BOS,12.57142857,10.98895549
2011/12/28,3,LAXLAS,11.48656357,LAX,LAS,18.38888889,11.96728344
2011/12/28,3,ATLLAX,10.70457462,ATL,LAX,12.28,7.829005897
2011/12/28,3,LASDEN,9.705346302,LAS,DEN,9.85,6.491087007
2011/12/28,3,DENDFW,10.04195275,DEN,DFW,10.5,6.49358658
2011/12/28,3,DENPHX,10.60607116,DEN,PHX,8.85,6.368301434
2011/12/28,3,LASDFW,9.332238542,LAS,DFW,12,8.479922813
2011/12/28,3,DFWLAX,11.12193089,DFW,LAX,15.03333333,9.82074979
2011/12/28,3,JFKMCO,10.67434745,JFK,MCO,17.31428571,11.92074669
2011/12/29,4,DENMSP,9.544934376,DEN,MSP,9.55,6.004165221
2011/12/29,4,LGADTW,9.567136731,LGA,DTW,11.42857143,8.435469332
2011/12/29,4,DENDFW,9.945391259,DEN,DFW,10.90909091,7.036700329
2011/12/29,4,EWRLAX,10.4886563,EWR,LAX,14.08695652,10.93332289
2011/12/29,4,ATLLGA,11.03859354,ATL,LGA,15.24137931,10.50052778
2011/12/29,4,ATLCLT,8.944033095,ATL,CLT,11.45454545,9.215552448
2011/12/29,4,CLTATL,8.897211161,CLT,ATL,9.352941176,7.305316356
2011/12/29,4,ORDDEN,9.805101403,ORD,DEN,13.26923077,9.075495324
2011/12/29,4,PHLMCO,10.33432217,PHL,MCO,14.73076923,11.20199158
2011/12/29,4,SFOATL,9.161982256,SFO,ATL,12.04166667,9.294594814
2011/12/29,4,EWRBOS,9.189208663,EWR,BOS,11.05263158,9.640618262
2011/12/29,4,SFOSEA,10.60607116,SFO,SEA,12.69565217,9.938148641
2011/12/29,4,LASSFO,10.71056171,LAS,SFO,15.53846154,12.53229674
2011/12/29,4,SFODEN,9.775731099,SFO,DEN,12.64,9.831412242
2011/12/29,4,ORDLAX,11.59753846,ORD,LAX,13.59259259,9.274693689
2011/12/29,4,DFWBOS,8.2410306,DFW,BOS,8.125,5.702338702
2011/12/29,4,LGADFW,9.255584913,LGA,DFW,8.5,5.338539126
2011/12/29,4,JFKMIA,10.87631943,JFK,MIA,15,10.82589488
2011/12/29,4,LAXORD,11.34744389,LAX,ORD,13.57142857,9.723696033
2011/12/30,5,LAXLAS,11.81141296,LAX,LAS,16.64705882,11.62255475
2011/12/30,5,DENSFO,9.663900691,DEN,SFO,13.48,10.13706072
2011/12/30,5,PHXDEN,10.69856825,PHX,DEN,12.72,8.782178925
2011/12/30,5,ORDDEN,10.28991588,ORD,DEN,13,11.21722278
2011/12/30,5,ATLLAX,10.6804322,ATL,LAX,13.53846154,9.475149684
2011/12/30,5,LGABOS,7.439358535,LGA,BOS,9.769230769,10.3049652
2011/12/30,5,ORDPHL,9.21604331,ORD,PHL,8.411764706,5.489294394
2011/12/30,5,DENSEA,10.04195275,DEN,SEA,13.12,9.234536624
2011/12/30,5,DENMSP,9.5999524,DEN,MSP,11,8.581163303
2011/12/30,5,ORDEWR,10.39193217,ORD,EWR,9.666666667,8.160161475
2011/12/30,5,LAXDFW,10.75194163,LAX,DFW,15.66666667,10.51872987
2011/12/30,5,DENLAX,10.69856825,DEN,LAX,13.34482759,9.009026672
2011/12/30,5,PHXORD,9.775731099,PHX,ORD,12.25,9.027735043
2011/12/30,5,LAXSFO,11.78135898,LAX,SFO,15.90909091,11.13374273
2011/12/30,5,ORDSFO,10.32699416,ORD,SFO,14.03703704,9.661507612
2011/12/30,5,BOSSFO,10.10916635,BOS,SFO,12.13636364,10.00616693
2011/12/30,5,LAXATL,10.5933842,LAX,ATL,14.37037037,10.22872331
2011/12/30,5,PHLBOS,8.101091798,PHL,BOS,7.75,5.105552533
2011/12/30,5,SFODEN,9.048918806,SFO,DEN,11.95454545,8.909477419
2011/12/30,5,LGADTW,9.255584913,LGA,DTW,8.470588235,5.810740562
2011/12/31,6,EWRBOS,7.66668009,EWR,BOS,11.55555556,7.625207594
2011/12/31,6,LGADTW,8.989708254,LGA,DTW,8.647058824,5.926014433
2011/12/31,6,SEAORD,8.783159644,SEA,ORD,9.75,6.381511123
2011/12/31,6,SFODFW,9.120382559,SFO,DFW,10.19047619,6.53160813
2011/12/31,6,DTWATL,8.433026067,DTW,ATL,9.5,6.947280467
2011/12/31,6,DENATL,9.09212481,DEN,ATL,13,10.28718071
2011/12/31,6,ORDLAS,9.229317214,ORD,LAS,11.5,8.134289561
2011/12/31,6,SFOJFK,10.42705517,SFO,JFK,13.38461538,9.37689468
2011/12/31,6,JFKSFO,10.48191135,JFK,SFO,12.68,8.797348085
2011/12/31,6,ORDSFO,9.544934376,ORD,SFO,13.80769231,10.33061172
2011/12/31,6,DTWLGA,9.533733287,DTW,LGA,7.8125,5.406400528
2011/12/31,6,LAXDEN,10.25208546,LAX,DEN,13.16,9.236160819
2011/12/31,6,DFWLAS,9.24249731,DFW,LAS,11.57142857,8.441394604
2011/12/31,6,MSPORD,8.392035939,MSP,ORD,11.4,8.786353055
2011/12/31,6,MSPATL,8.714712485,MSP,ATL,13.95652174,11.98285996
2011/12/31,6,LGACLT,8.679523219,LGA,CLT,7.066666667,4.589843861
2011/12/31,6,ORDBOS,9.24249731,ORD,BOS,10.47619048,6.830951966
2011/12/31,6,SEALAX,10.11740026,SEA,LAX,11.09090909,7.608948935
2011/12/31,6,ATLLGA,10.17404162,ATL,LGA,17.12903226,11.79757584
2011/12/31,6,ORDATL,8.453188163,ORD,ATL,8.066666667,5.725465255
2011/12/31,6,SFOORD,9.567136731,SFO,ORD,14.92307692,11.4818921
2011/12/31,6,LAXIAH,10.09258868,LAX,IAH,17.06451613,12.5616758
2012/1/1,7,DFWPHL,8.881338931,DFW,PHL,9.105263158,5.801290439
2012/1/1,7,IAHORD,10.71056171,IAH,ORD,14.40740741,10.29659861
2012/1/1,7,EWRBOS,8.588530746,EWR,BOS,10.44444444,6.473677219
2012/1/1,7,LAXORD,11.31314452,LAX,ORD,14.7,10.86325664
2012/1/1,7,ORDPHL,9.332238542,ORD,PHL,13.34782609,10.97769928
2012/1/1,7,MCOPHL,9.871885164,MCO,PHL,17.4,13.09803881
2012/1/1,7,ORDBOS,9.834016335,ORD,BOS,12.6,8.376554582
2012/1/1,7,ORDSFO,10.51539476,ORD,SFO,15.06896552,10.28497876
2012/1/1,7,ATLLAX,10.18199462,ATL,LAX,13.10714286,9.105713655
2012/1/1,7,LASDEN,9.981085665,LAS,DEN,11.04347826,8.79296341
2012/1/1,7,SEAORD,9.632200623,SEA,ORD,11.61538462,7.715319426
2012/1/1,7,ORDLGA,10.89806866,ORD,LGA,10.90909091,7.177405626
2012/1/2,1,PHLORD,10.6186724,PHL,ORD,10.72727273,6.950038151
2012/1/2,1,SFODFW,10.27487567,SFO,DFW,11.95833333,7.87113144
2012/1/2,1,LGACLT,10.37053642,LGA,CLT,11.33333333,9.655740952
2012/1/2,1,ORDDTW,9.785572682,ORD,DTW,12.65217391,9.754293673
2012/1/2,1,ORDDEN,10.58700821,ORD,DEN,12.82608696,9.703102474
2012/1/2,1,DFWSFO,10.42008329,DFW,SFO,12.26923077,8.986913563
2012/1/2,1,ATLLAX,11.37276069,ATL,LAX,13.33333333,8.498868703
2012/1/2,1,DTWLGA,10.26730984,DTW,LGA,12.625,8.98700753
2012/1/2,1,ATLPHL,10.37769565,ATL,PHL,12.95833333,11.05904771
2012/1/2,1,ORDBOS,10.85983942,ORD,BOS,15.23333333,9.884447321
2012/1/2,1,LASJFK,11.19249325,LAS,JFK,18.25714286,12.24587051
2012/1/2,1,LGAATL,11.41010294,LGA,ATL,11.45833333,8.787239596
2012/1/2,1,JFKMIA,11.29575534,JFK,MIA,17.25,11.675065
2012/1/2,1,LAXORD,11.86689314,LAX,ORD,15.5,10.77593103
2012/1/2,1,LASORD,10.09258868,LAS,ORD,15.78571429,10.40782164
2012/1/2,1,BOSLAX,10.89265509,BOS,LAX,12.88,8.78597367
2012/1/2,1,BOSATL,10.30483577,BOS,ATL,12.2,11.54670151
